Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Matrisome-associated,Secreted Factors,MEGF8,multiple EGF-like-domains 8,C19orf49|EGFL4|FLJ22365|MGC120684|MGC138147|SBP1,3233,3233,F5GZG7:M0QZL2:M0R0Q0:Q7Z7M0,NP_001258867.1:NP_001401.2,Mouse:Megf8|,
Matrisome-associated,Secreted Factors,MEGF9,multiple EGF-like-domains 9,EGFL5,3234,3234,C9J1K8:Q9H1U4,NP_001073966.2,Mouse:Megf9|,
Matrisome-associated,Secreted Factors,MST1,macrophage stimulating 1 (hepatocyte growth factor-like),D3F15S2|DNF15S2|HGFL|MSP|NF15S2,7380,7380,F5H6L8:G3XAK1:H7C0F8:P26927,NP_066278.3,Mouse:Mst1|,
Matrisome-associated,Secreted Factors,MST1L,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 9,D1F15S1A|MSPL-7|MSPL7|MSTP7|MSTP9|MST1P9,7390,7390,Q2TV78,NP_001258662.1,,
Matrisome-associated,Secreted Factors,MSTN,myostatin,GDF8,4223,4223,O14793,NP_005250.1,Mouse:Mstn|,
Matrisome-associated,Secreted Factors,NGF,nerve growth factor (beta polypeptide),Beta-NGF|HSAN5|MGC161426|MGC161428|NGFB,7808,7808,P01138,NP_002497.2:XP_006710726.1:XP_006710727.1:XP_006710728.1,Mouse:Ngf|,
Matrisome-associated,Secreted Factors,NODAL,nodal homolog (mouse),MGC138230,7865,7865,H7C0E4:Q96S42,NP_060525.3,Mouse:Nodal|,
Matrisome-associated,Secreted Factors,NRG1,neuregulin 1,ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|NDF|SMDF,7997,7997,B7Z1E3:E5RHP6:E5RHQ1:E5RIG8:E7EX30:F8W9E3:H0YBA3:H0YCP0:H0YDC2:H7BXY2:Q02297,NP_001153467.1:NP_001153471.1:NP_001153473.1:NP_001153477.1:NP_001153480.1:NP_039250.2:NP_039251.2:NP_039252.2:NP_039253.1:NP_039254.1:NP_039256.2:NP_039258.1,Mouse:Nrg1|,
Matrisome-associated,Secreted Factors,NRG2,neuregulin 2,Don-1|HRG2|NTAK,7998,7998,F5GZS7:F5H0N2:O14511,NP_001171864.1:NP_001171864.1:NP_004874.1:NP_053584.1:NP_053585.1:NP_053586.1:XP_006714871.1:XP_006714873.1,Mouse:Nrg2|,
Matrisome-associated,Secreted Factors,NRG3,neuregulin 3,HRG3|pro-NRG3,7999,7999,D9ZHQ3:D9ZHQ6:D9ZHQ7:D9ZHQ8:P56975:R4GNI6,NP_001010848.2:NP_001159445.1:XP_005269501.1,Mouse:Nrg3|,
Matrisome-associated,Secreted Factors,NRG4,neuregulin 4,DKFZp779N0541|DKFZp779N1944|HRG4,29862,29862,E9PJI7:F8W729:H3BP63:Q0P6N6:Q7Z663:Q8WWG1,NP_612640.1,Mouse:Nrg4|,
Matrisome-associated,Secreted Factors,NRTN,neurturin,NTN,8007,8007,Q99748,NP_004549.1,Mouse:Nrtn|,
Matrisome-associated,Secreted Factors,NTF3,neurotrophin 3,HDNF|MGC129711|NGF-2|NGF2|NT3,8023,8023,P20783,NP_001096124.1:NP_002518.1,Mouse:Ntf3|,
Matrisome-associated,Secreted Factors,NTF4,neurotrophin 4,GLC10|GLC1O|NT-4/5|NT4|NT5|NTF5,8024,8024,E7EP46:M0QZQ0:M0R0X2:P34130,NP_006170.1:XP_005259019.1:XP_006723295.1,Mouse:Ntf5|,
Matrisome-associated,Secreted Factors,OSM,oncostatin M,MGC20461,8506,8506,B5MC70:B5MCX1:P13725,NP_065391.1,Mouse:Osm|,
Matrisome-associated,Secreted Factors,PDGFA,platelet-derived growth factor alpha polypeptide,PDGF-A|PDGF1,8799,8799,H7BYW6:P04085,NP_002598.4:NP_148983.1:XP_006715796.1,Mouse:Pdgfa|,
Matrisome-associated,Secreted Factors,PDGFB,platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),FLJ12858|PDGF2|SIS|SSV|c-sis,8800,8800,A9UJN9:A9UJP0:P01127,NP_002599.1:NP_148937.1,Mouse:Pdgfb|,
Matrisome-associated,Secreted Factors,PDGFC,platelet derived growth factor C,FALLOTEIN|SCDGF,8801,8801,B4E3A5:H0Y9N2:J3KN71:Q9NRA1,NP_057289.1,Mouse:Pdgfc|,
Matrisome-associated,Secreted Factors,PDGFD,platelet derived growth factor D,IEGF|MGC26867|MSTP036|SCDGF-B|SCDGFB,30620,30620,H0YD37:Q9GZP0,NP_079484.1:NP_149126.1,Mouse:Pdgfd|,
Matrisome-associated,Secreted Factors,PF4,platelet factor 4,CXCL4|MGC138298|SCYB4,8861,8861,P02776,NP_002610.1,Mouse:Pf4|,
Matrisome-associated,Secreted Factors,PF4V1,platelet factor 4 variant 1,CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1,8862,8862,P10720,NP_002611.1,,
Matrisome-associated,Secreted Factors,PGF,placental growth factor,D12S1900|PGFL|PLGF|PlGF-2|SHGC-10760,8893,8893,G3XA84:P49763,NP_001193941.1:NP_002623.2:XP_005267818.1,Mouse:Pgf|,
Matrisome-associated,Secreted Factors,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,HGFL|MGC17330|hHGFL(S),24942,24942,C9JMK5:Q96FE7,NP_001129383.1:NP_443112.2,Mouse:Pik3ip1|,
Matrisome-associated,Secreted Factors,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7),B-TG1|Beta-TG|CTAP-III|CTAP3|CTAPIII|CXCL7|LA-PF4|,9240,9240,P02775,NP_002695.1,Mouse:Ppbp|,
Matrisome-associated,Secreted Factors,PRL,prolactin,-,9445,9445,P01236,NP_000939.1:NP_001157030.1,Mouse:Prl|,
Matrisome-associated,Secreted Factors,PSPN,persephin,PSP,9579,9579,M0QYK2:O60542,NP_004149.1,Mouse:Pspn|,
Matrisome-associated,Secreted Factors,PTN,pleiotrophin,HARP|HBGF8|HBNF|NEGF1,9630,9630,C9JR52:P21246,NP_002816.1:XP_005250572.1,Mouse:Ptn|,
Matrisome-associated,Secreted Factors,RPTN,repetin,FLJ39117,26809,26809,Q6XPR3,NP_001116437.1,Mouse:Rptn|,
Matrisome-associated,Secreted Factors,S100A1,S100 calcium binding protein A1,S100|S100-alpha|S100A,10486,10486,P23297:Q5T7Y4:Q5T7Y5:Q5T7Y6,NP_006262.1,Mouse:S100a1|,
Matrisome-associated,Secreted Factors,S100A10,S100 calcium binding protein A10,42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|MGC111133|,10487,10487,P60903,NP_002957.1,Mouse:S100a10|,
Matrisome-associated,Secreted Factors,S100A11,S100 calcium binding protein A11,MLN70|S100C,10488,10488,P31949,NP_005611.1,Mouse:S100a11|,
Matrisome-associated,Secreted Factors,S100A12,S100 calcium binding protein A12,CAAF1|CAGC|CGRP|ENRAGE|MRP6|p6,10489,10489,P80511,NP_005612.1,Mouse:Gm5849|,
Matrisome-associated,Secreted Factors,S100A13,S100 calcium binding protein A13,-,10490,10490,Q99584,NP_001019381.1:NP_001019382.1:NP_001019383.1:NP_001019384.1:NP_005970.1:XP_005245491.1,Mouse:S100a13|,
Matrisome-associated,Secreted Factors,S100A14,S100 calcium binding protein A14,BCMP84|S100A15,18901,18901,Q9HCY8,NP_065723.1:XP_005245419.1:XP_006711531.1,Mouse:S100a14|,
Matrisome-associated,Secreted Factors,S100A16,S100 calcium binding protein A16,AAG13|DT1P1A7|MGC17528|S100F,20441,20441,Q96FQ6,NP_525127.1:XP_005244962.1:XP_005244963.1,Mouse:S100a16|,
Matrisome-associated,Secreted Factors,S100A2,S100 calcium binding protein A2,CAN19|MGC111539|S100L,10492,10492,P29034:Q5RHS7:R4GN49,NP_005969.1,Mouse:S100a2|,
Matrisome-associated,Secreted Factors,S100A3,S100 calcium binding protein A3,S100E,10493,10493,P33764,NP_002951.1,Mouse:S100a3|,
Matrisome-associated,Secreted Factors,S100A4,S100 calcium binding protein A4,18A2|42A|CAPL|FSP1|MTS1|P9KA|PEL98,10494,10494,P26447,NP_002952.1:NP_062427.1,Mouse:S100a4|,
Matrisome-associated,Secreted Factors,S100A5,S100 calcium binding protein A5,S100D,10495,10495,P33763:Q52LE7,NP_002953.2:XP_005245487.1:XP_005245487.1,Mouse:S100a5|,
Matrisome-associated,Secreted Factors,S100A6,S100 calcium binding protein A6,2A9|5B10|CABP|CACY|PRA,10496,10496,P06703:R4GN98,NP_055439.1,Mouse:S100a6|,
Matrisome-associated,Secreted Factors,S100A7,S100 calcium binding protein A7,PSOR1|S100A7c,10497,10497,P31151,NP_002954.2:XP_005245488.1,Mouse:S100a7a|,
Matrisome-associated,Secreted Factors,S100A7A,S100 calcium binding protein A7A,NICE-2|S100A15|S100A7L1|S100A7f,21657,21657,Q86SG5,NP_789793.1:XP_006711350.1,Mouse:S100a7a|,
Matrisome-associated,Secreted Factors,S100A7L2,S100 calcium binding protein A7-like 2,S100a7b,21655,21655,Q5SY68,NP_001038944.2,Mouse:S100a7a|,
Matrisome-associated,Secreted Factors,S100A8,S100 calcium binding protein A8,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NI,10498,10498,P05109,NP_002955.2,Mouse:S100a8|,
Matrisome-associated,Secreted Factors,S100A9,S100 calcium binding protein A9,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|N,10499,10499,P06702,NP_002956.1,Mouse:S100a9|,
Matrisome-associated,Secreted Factors,S100B,S100 calcium binding protein B,NEF|S100|S100beta,10500,10500,A8MRB1:P04271,NP_006263.1,Mouse:S100b|,
Matrisome-associated,Secreted Factors,S100G,S100 calcium binding protein G,CABP1|CABP9K|CALB3|MGC138379,1436,1436,P29377,NP_004048.1,Mouse:S100g|,
Matrisome-associated,Secreted Factors,S100P,S100 calcium binding protein P,MIG9,10504,10504,P25815,NP_005971.1,,
Matrisome-associated,Secreted Factors,S100Z,S100 calcium binding protein Z,Gm625|S100-zeta,30367,30367,Q8WXG8,NP_570128.2,Mouse:S100z|,
Matrisome-associated,Secreted Factors,SCUBE1,"signal peptide, CUB domain, EGF-like 1",-,13441,13441,B1AH90:H0Y4Y9:Q8IWY4,NP_766638.2,Mouse:Scube1|,
Matrisome-associated,Secreted Factors,SCUBE2,"signal peptide, CUB domain, EGF-like 2",CEGB1|CEGF1|CEGP1|FLJ16792|FLJ35234|MGC133057,30425,30425,E7EQD6:H0YD28:H0YDN3:H0YEB3:H0YEI5:Q9NQ36,NP_001164161.1:NP_066025.2:XP_005253090.2,Mouse:Scube2|,
Matrisome-associated,Secreted Factors,SCUBE3,"signal peptide, CUB domain, EGF-like 3",CEGF3|DKFZp686B09105|DKFZp686B1223|DKFZp686D20108|,13655,13655,Q8IX30,NP_689966.2:XP_005249000.1,Mouse:Scube3|,
Matrisome-associated,Secreted Factors,SFRP1,secreted frizzled-related protein 1,FRP|FRP-1|FRP1|FrzA|SARP2,10776,10776,Q6ZSL4:Q8N474,NP_003003.3,Mouse:Sfrp1|,
Matrisome-associated,Secreted Factors,SFRP2,secreted frizzled-related protein 2,FRP-2|SARP1|SDF-5,10777,10777,Q96HF1,NP_003004.1,Mouse:Sfrp2|,
Matrisome-associated,Secreted Factors,SFRP4,secreted frizzled-related protein 4,FRP-4|FRPHE|MGC26498,10778,10778,C9JMJ2:Q6FHJ7,NP_003005.2,Mouse:Sfrp4|,
Matrisome-associated,Secreted Factors,SFRP5,secreted frizzled-related protein 5,SARP3,10779,10779,Q5T4F7,NP_003006.2,Mouse:Sfrp5|,
Matrisome-associated,Secreted Factors,SHH,sonic hedgehog homolog (Drosophila),HHG1|HLP3|HPE3|MCOPCB5|SMMCI|TPT|TPTPS,10848,10848,C9JC48:F8WB84:F8WEH4:Q15465,NP_000184.1,Mouse:Shh|,
Matrisome-associated,Secreted Factors,TCHH,trichohyalin,MGC157889|MGC157890|THH|THL|TRHY,11791,11791,Q07283,NP_009044.2,Mouse:Tchh|,
Matrisome-associated,Secreted Factors,TCHHL1,trichohyalin-like 1,S100A17|THHL1|basalin,31796,31796,Q5QJ38,NP_001008536.1,Mouse:Tchhl1|,
Matrisome-associated,Secreted Factors,TDGF1,teratocarcinoma-derived growth factor 1,CR|CRGF|CRIPTO|Cripto-1,11701,11701,F5H1T8:P13385,NP_001167607.1:NP_001167607.1:NP_003203.1,Mouse:Tdgf1|,
Matrisome-associated,Secreted Factors,TGFA,"transforming growth factor, alpha",TFGA,11765,11765,E7EPT6:F8VNR3:F8WA74:H0Y6S5:P01135,NP_001093161.1:NP_003227.1:XP_005264579.1,Mouse:Tgfa|,
Matrisome-associated,Secreted Factors,TGFB1,"transforming growth factor, beta 1",CED|DPD1|LAP|TGFB|TGFbeta,11766,11766,M0R2S0:P01137,NP_000651.3,Mouse:Tgfb1|,
Matrisome-associated,Secreted Factors,TGFB2,"transforming growth factor, beta 2",MGC116892|TGF-beta2,11768,11768,P61812,NP_001129071.1:NP_003229.1,Mouse:Tgfb2|,
Matrisome-associated,Secreted Factors,TGFB3,"transforming growth factor, beta 3",ARVD|FLJ16571|TGF-beta3,11769,11769,P10600:Q8WV88,NP_003230.1:XP_005268085.1,Mouse:Tgfb3|,
Matrisome-associated,Secreted Factors,THPO,thrombopoietin,MGC163194|MGDF|MKCSF|ML|MPLLG|TPO,11795,11795,F8W6L1:P40225,NP_000451.1:NP_001171068.1:NP_001171069.1:NP_001276926.1:NP_001276927.1:NP_001276932.1:NP_001276951.1:NP_001276955.1:NP_001276956.1:NP_001276957.1:NP_001276926.1:NP_001276956.1,Mouse:Thpo|,
Matrisome-associated,Secreted Factors,TNF,"tumor necrosis factor (TNF superfamily, member 2)",DIF|TNF-alpha|TNFA|TNFSF2,11892,11892,P01375,NP_000585.2,Mouse:Tnf|,
Matrisome-associated,Secreted Factors,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",APO2L|Apo-2L|CD253|TL2|TRAIL,11925,11925,H7C246:P50591,NP_001177871.1:NP_003801.1,Mouse:Tnfsf10|,
Matrisome-associated,Secreted Factors,TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11",CD254|ODF|OPGL|OPTB2|RANKL|TRANCE|hRANKL2|sOdf,11926,11926,O14788,NP_003692.1:NP_143026.1,Mouse:Tnfsf11|,
Matrisome-associated,Secreted Factors,TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",APO3L|DR3LG|MGC129581|MGC20669|TWEAK,11927,11927,C0H5Y4:O43508,NP_003800.1:NP_742086.1,Mouse:Tnfsf12|,
Matrisome-associated,Secreted Factors,TNFSF13,"tumor necrosis factor (ligand) superfamily, member 13",APRIL|CD256|TALL2|TRDL-1|UNQ383/PRO715|ligand,11928,11928,C9JF68:C9JFN2:K7EJ28:O75888,NP_001185552.1:NP_001185553.1:NP_003799.1:NP_742084.1:NP_742085.1,Mouse:Tnfsf13|,
Matrisome-associated,Secreted Factors,TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b",BAFF|BLYS|CD257|DTL|TALL-1|TALL1|THANK|TNFSF20|ZTN,11929,11929,Q9Y275,NP_001139117.1:NP_006564.1,Mouse:Tnfsf13b|,
Matrisome-associated,Secreted Factors,TNFSF14,"tumor necrosis factor (ligand) superfamily, member 14",CD258|HVEML|LIGHT|LTg|TR2,11930,11930,O43557,NP_003798.2:NP_742011.2:XP_005259727.1,Mouse:Tnfsf14|,
Matrisome-associated,Secreted Factors,TNFSF15,"tumor necrosis factor (ligand) superfamily, member 15",MGC129934|MGC129935|TL1|TL1A|VEGI|VEGI192A,11931,11931,O95150:X6R8I9,NP_001191273.1:NP_005109.2,Mouse:Tnfsf15|,
Matrisome-associated,Secreted Factors,TNFSF18,"tumor necrosis factor (ligand) superfamily, member 18",AITRL|GITRL|MGC138237|TL6|hGITRL,11932,11932,Q9UNG2,NP_005083.2,Mouse:Tnfsf18|,
Matrisome-associated,Secreted Factors,TNFSF4,"tumor necrosis factor (ligand) superfamily, member 4",CD134L|CD252|GP34|OX-40L|OX4OL|TXGP1,11934,11934,P23510:Q8IV74,NP_003317.1:XP_005245532.1,Mouse:Tnfsf4|,
Matrisome-associated,Secreted Factors,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8",CD153|CD30L|CD30LG|MGC138144,11938,11938,P32971,NP_001235.1,Mouse:Tnfsf8|,
Matrisome-associated,Secreted Factors,TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9",4-1BB-L|CD137L,11939,11939,P41273,NP_003802.1:XP_006722994.1,Mouse:Tnfsf9|,
Matrisome-associated,Secreted Factors,TPO,thyroid peroxidase,MSA|TDH2A|TPX,12015,12015,C9J511:C9JFW0:E9PFM6:H0Y6H4:H7BZH8:H7C1F5:H7C5B6:P07202,NP_000538.3:NP_001193673.1:NP_001193674.1:NP_783650.1:NP_783652.1:NP_783653.1,Mouse:Tpo|,
Matrisome-associated,Secreted Factors,VEGFA,vascular endothelial growth factor A,MGC70609|MVCD1|VEGF|VPF,12680,12680,A2A2V4:H0YBI8:H0YBZ0:H3BLW8:J3KPA4:P15692,NP_001020537.2:NP_001020538.2:NP_001020539.2:NP_001020540.2:NP_001020541.2:NP_001028928.1:NP_001165093.1:NP_001165094.1:NP_001165095.1:NP_001165096.1:NP_001165097.1:NP_001165098.1:NP_001165099.1:NP_001165100.1:NP_001165101.1:NP_001191313.1:NP_001191314.1:NP_001273973.1:NP_003367.4:NP_001273973.1,Mouse:Vegfa|,
Matrisome-associated,Secreted Factors,VEGFB,vascular endothelial growth factor B,VEGFL|VRF,12681,12681,H0YGB6:P49765,NP_001230662.1:NP_003368.1,Mouse:Vegfb|,
Matrisome-associated,Secreted Factors,VEGFC,vascular endothelial growth factor C,Flt4-L|VRP,12682,12682,P49767,NP_005420.1,Mouse:Vegfc|,
Matrisome-associated,Secreted Factors,VWC2,von Willebrand factor C domain containing 2,MGC131845|PSST739|UNQ739,30200,30200,Q2TAL6,NP_940972.2,Mouse:Vwc2|,
Matrisome-associated,Secreted Factors,VWC2L,von Willebrand factor C domain-containing protein 2-like,-,37203,37203,B2RUY7:B7ZW27,NP_001073969.1,Mouse:Vwc2l|,
Matrisome-associated,Secreted Factors,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",C16orf12|MGC126651|MGC126655|RJD2|WFIKKN,30912,30912,Q96NZ8,NP_444514.1,Mouse:Wfikkn1|,
Matrisome-associated,Secreted Factors,WFIKKN2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",WFIKKNRP,30916,30916,C9J6G4:Q8TEU8,NP_783165.1,Mouse:Wfikkn2|,
Matrisome-associated,Secreted Factors,WIF1,WNT inhibitory factor 1,WIF-1,18081,18081,F5H8A3:H0YFK7:Q9Y5W5,NP_009122.2,Mouse:Wif1|,
Matrisome-associated,Secreted Factors,WNT1,"wingless-type MMTV integration site family, member 1",INT1,12774,12774,P04628,NP_005421.1,Mouse:Wnt1|,
Matrisome-associated,Secreted Factors,WNT10A,"wingless-type MMTV integration site family, member 10A",FLJ14301|SSPS,13829,13829,H7BZB8:Q9GZT5,NP_079492.2,Mouse:Wnt10a|,
Matrisome-associated,Secreted Factors,WNT10B,"wingless-type MMTV integration site family, member 10B",SHFM6|WNT-12,12775,12775,B5MCC8:C9J3H3:C9JCI2:O00744:Q4VAJ4,NP_003385.2,Mouse:Wnt10b|,
Matrisome-associated,Secreted Factors,WNT11,"wingless-type MMTV integration site family, member 11",HWNT11|MGC141946|MGC141948,12776,12776,O96014,NP_004617.2:XP_005274288.1,Mouse:Wnt11|,
Matrisome-associated,Secreted Factors,WNT16,"wingless-type MMTV integration site family, member 16",-,16267,16267,E9PH60:Q9UBV4,NP_057171.2:NP_057171.2:NP_476509.1,Mouse:Wnt16|,
Matrisome-associated,Secreted Factors,WNT2,wingless-type MMTV integration site family member 2,INT1L1|IRP,12780,12780,C9JUI2:F8WDR1:P09544,NP_003382.1,Mouse:Wnt2|,
Matrisome-associated,Secreted Factors,WNT2B,"wingless-type MMTV integration site family, member 2B",WNT13|XWNT2,12781,12781,Q5TEH8:Q93097,NP_001278809.1:NP_004176.2:NP_078613.1,Mouse:Wnt2b|,
Matrisome-associated,Secreted Factors,WNT3,"wingless-type MMTV integration site family, member 3",INT4|MGC131950|MGC138321|MGC138323,12782,12782,P56703,NP_110380.1,Mouse:Wnt3|,
Matrisome-associated,Secreted Factors,WNT3A,"wingless-type MMTV integration site family, member 3A",MGC119418|MGC119419|MGC119420,15983,15983,P56704,NP_149122.1,Mouse:Wnt3a|,
Matrisome-associated,Secreted Factors,WNT4,"wingless-type MMTV integration site family, member 4",SERKAL|WNT-4,12783,12783,B1AJZ6:H0Y663:P56705,NP_110388.2:XP_005245954.1,Mouse:Wnt4|,
Matrisome-associated,Secreted Factors,WNT5A,"wingless-type MMTV integration site family, member 5A",hWNT5A,12784,12784,C9J8I8:P41221,NP_001243034.1:NP_003383.2:XP_006713387.1,Mouse:Wnt5a|,
Matrisome-associated,Secreted Factors,WNT5B,"wingless-type MMTV integration site family, member 5B",MGC2648,16265,16265,F5GYM2:F5H034:F5H364:F5H7Q6:Q9H1J7,NP_110402.2:NP_116031.1,Mouse:Wnt5b|,
Matrisome-associated,Secreted Factors,WNT6,"wingless-type MMTV integration site family, member 6",-,12785,12785,Q9Y6F9,NP_006513.1,Mouse:Wnt6|,
Matrisome-associated,Secreted Factors,WNT7A,"wingless-type MMTV integration site family, member 7A",-,12786,12786,O00755,NP_004616.2,Mouse:Wnt7a|,
Matrisome-associated,Secreted Factors,WNT7B,"wingless-type MMTV integration site family, member 7B",-,12787,12787,A8K0G1:B8A595:B8A597:B8A598:P56706,NP_478679.1,Mouse:Wnt7b|,
Matrisome-associated,Secreted Factors,WNT8A,"wingless-type MMTV integration site family, member 8A",WNT8D,12788,12788,D6RF47:D6RF94:Q9H1J5,NP_490645.1:XP_005272134.1:XP_005272133.1,Mouse:Wnt8a|,
Matrisome-associated,Secreted Factors,WNT8B,"wingless-type MMTV integration site family, member 8B",-,12789,12789,Q93098,NP_003384.2,Mouse:Wnt8b|,
Matrisome-associated,Secreted Factors,WNT9A,"wingless-type MMTV integration site family, member 9A",MGC138165|MGC141991|WNT14,12778,12778,O14904,NP_003386.1,Mouse:Wnt9a|,
Matrisome-associated,Secreted Factors,WNT9B,"wingless-type MMTV integration site family, member 9B",WNT14B|WNT15,12779,12779,E7EPC3:I3L0L8:O14905,NP_003387.1:XP_005257694.1:XP_006725694.1,Mouse:Wnt9b|,
Matrisome-associated,Secreted Factors,XCL1,chemokine (C motif) ligand 1,ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCYC1,10645,10645,P47992,NP_002986.1,Mouse:Xcl1|,
Matrisome-associated,Secreted Factors,XCL2,chemokine (C motif) ligand 2,SCM-1b|SCM1B|SCYC2,10646,10646,Q9UBD3,NP_003166.1,,
Matrisome-associated,Secreted Factors,ZFP91,zinc finger protein 91 homolog (mouse),FKSG11|PZF|ZNF757,14983,14983,Q96JP5,NP_001183980.1:NP_444251.1,Mouse:Zfp91-Cntf|,
Retired,n/a,ADAM1A,"ADAM metallopeptidase domain 1, pseudogene","ADAM1P, FTNAP, Ftna, PH-30a|ADAM1",187,187,,,Mouse:Adam1a|Mouse:Adam1b|,Pseudogene
Retired,n/a,ADAM21P1,ADAM metallopeptidase domain 21 pseudogene 1,ADAM21P,19822,19822,,,,Pseudogene
Retired,n/a,ADAM3A,ADAM metallopeptidase domain 3A (cyritestin 1),ADAM3|CYRN1|tMDCI,209,209,,,Mouse:Adam3|,Pseudogene
Retired,n/a,ADAM3B,ADAM metallopeptidase domain 3B (non-functional),CYRN2,210,210,,,Mouse:Adam3|,Pseudogene
Retired,n/a,ADAM5,"ADAM metallopeptidase domain 5, pseudogene",ADAM5|TMDCII|ADAM5P,212,212,Q6NVV9,,Mouse:Adam5|,Pseudogene
Retired,n/a,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),C14orf96|tMDCIV,213,213,,,Mouse:Adam6a|Mouse:Adam6b|,Pseudogene
Retired,n/a,ANXA2P2,annexin A2 pseudogene 2,ANX2L2|ANX2P2|LPC2B,539,539,A6NMY6,,,Pseudogene
Retired,n/a,ANXA8L2,annexin A8-like 2,ANXA8|FLJ32754|FLJ54151|bA145E20.2,,,,,,
Retired,n/a,BPIFA4P,breast cancer and salivary gland expression gene,LATH|BASE|RP11-49G10.8,20469,,Q86YQ2,,,Pseudogene
Retired,n/a,C17orf101,chromosome 17 open reading frame 101,FLJ22222,26174,,J3QLI8:J3QRG1:K7ELK1:K7ELR2:K7ENS7:Q6PK18,NP_078924.1:NP_787098.3,Mouse:1110031I02Rik|,
Retired,n/a,COL6A4P1,"collagen, type VI, alpha 4 pseudogene 1","COL6A4, COL6A4P, DIVA, DVWA, VWA6",33484,,,,Mouse:Col6a4|,Pseudogene
Retired,n/a,COL6A4P2,"collagen, type VI, alpha 4 pseudogene 2",COL6A4,38501,,,,Mouse:Col6a4|,Pseudogene
Retired,n/a,CST9L2,Putative cystatin-9-like 2,,,,,,Mouse:Cst9|,
Retired,n/a,CTF2P,"cardiotrophin 2, pseudogene",NP,33173,,,,Mouse:Ctf2|,Pseudogene
Retired,n/a,CTSL3P,cathepsin L family member 3,HCTSL-s|CTSL3,33132,,Q5NE16,,,Pseudogene
Retired,n/a,CTSLP3,similar to Cathepsin L1,CTSLL3|LOC644021,2541,,,,,Pseudogene
Retired,n/a,CTSLP6,cathepsin L-like 6,bA479O17.1|CTSLL6,23611,,,,,Pseudogene
Retired,n/a,CTSLP7,similar to Putative cathepsin L-like protein 6,LOC100133189,23635,,,,,Pseudogene
Retired,n/a,DMBT1P1,deleted in malignant brain tumors 1 pseudogene,FLJ46361,49497,,,,Mouse:5430419D17Rik|,Pseudogene
Retired,n/a,EGFEM1P,chromosome 3 open reading frame 50,C3orf50,25149,,Q0D2K5,,Mouse:Egfem1|,Pseudogene
Retired,n/a,FGF7P2,fibroblast growth factor 7 pseudogene 2,FGF7L|PRED3,17193,,,,,Pseudogene
Retired,n/a,gene_A6NLB4,,,,,,,,
Retired,n/a,HYALP1,hyaluronoglucosaminidase pseudogene 1,-,5324,,,,Mouse:Hyal6|,Pseudogene
Retired,n/a,KGFLP1,keratinocyte growth factor-like protein 1,MGC125746|MGC125747|MGC126891,,,Q2TVT4,,,
Retired,n/a,KGFLP2,keratinocyte growth factor-like protein 2,-,,,,,,
Retired,n/a,LOC400696,"lectin, galactoside-binding, soluble, 14-like",LGALS17A,,,,,Mouse:Clc|,
Retired,n/a,LOC728715,similar to hCG38149,,,,,,Mouse:BC048546|,
Retired,n/a,LPAL2,"lipoprotein, Lp(a)-like 2 pseudogene",APOA2|APOAL|APOARGC|MGC129532|RP11-72O9.2,21210,,Q16609,,,Pseudogene
Retired,n/a,MBL1P,"mannose-binding lectin (protein A) 1, pseudogene",COLEC3P|MBL1P1,6921,,,,Mouse:Mbl1|,Pseudogene
Retired,n/a,MST1P2,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2,FLJ18435|MSPL-1|MSPL-2|MSPL-3|MSPL1|MSPL2|MSPL3|MS,7383,,,,,Pseudogene
Retired,n/a,NCRNA00083,non-protein coding RNA 83,FLJ44005,34521,,Q6ZU45,,,linc
Retired,n/a,NEPNP,"nephrocan, pseudogene",NEPN|NPN,33184,,,,Mouse:Nepn|,Pseudogene
Retired,n/a,NTF6B,neurotrophin 6 beta (pseudogene),-,8026,,,,,Pseudogene
Retired,n/a,OVOS1,UP:Ovostatin 1,,,,Q6IE37,,Mouse:BC048546|,
